0.250844,-0.001121
0.221185,0.008294
0.257351,-0.052437
0.197335,-0.030503
0.256422,-0.019958
0.238962,-0.00054
0.211576,0.074355
0.098715,-0.086846
0.208979,-0.133295
0.236896,0.00904
0.218441,-0.005639
0.285111,-0.019632
0.114858,-0.036786
0.169934,-0.01901
0.261485,0.05121
0.21312,0.006761
0.25905,-0.054203
0.238865,0.047675
0.157719,0.009488
0.105754,-0.00369
0.212247,0.001102
0.217176,0.10335
0.247216,-0.056825
0.123657,-0.07775
0.214112,-0.020948
0.23966,0.02486
0.133371,0.045904
0.086567,-0.077723
0.215303,-0.092843
0.213624,-0.010238
0.273462,-0.043617
0.245864,-0.005377
0.08684,-0.082725
0.177015,-0.070576
0.201318,-0.04614
0.197968,-0.021522
0.221973,0.05863
0.226415,-0.056839
0.175675,-0.044308
0.209538,-0.044222
0.250602,-0.05224
0.269455,-0.002118
0.150165,-0.067064
0.181186,0.004012
0.124645,-0.028413
0.132543,0.006179
0.249108,0.098281
0.192918,0.04619
0.12781,-0.049055
0.202562,-0.007465
0.20282,0.011294
0.27275,-0.063107
0.136665,0.057304
0.121138,-0.149028
0.20059,0.018963
0.197264,-0.015464
0.185927,0.052712
0.194419,-0.064187
0.173383,-0.06753
0.150462,0.042933
0.187644,-0.014884
0.248148,-0.043318
0.215944,-0.004716
0.126192,0.003895
0.294633,0.060127
0.221847,0.008504
0.336208,0.029646
0.234205,0.002117
0.263573,-0.057242
0.232662,0.002833
0.269034,0.018168
0.287775,-0.072669
0.162711,0.004339
0.200364,-0.011953
0.184336,-0.07819
0.225529,-0.055167
0.253091,0.138151
0.209808,0.019805
0.223271,-0.003698
0.212168,-0.01768
0.206635,-0.093993
0.308188,0.082714
0.080971,0.04244
0.256364,0.019804
0.10709,-0.039869
0.215261,-0.011013
0.085944,-0.127457
0.130296,-0.009303
0.151812,0.021226
0.220375,0.014103
0.16403,0.006357
0.227063,0.032551
0.248676,-0.06806
0.198415,-0.116006
0.228217,0.001262
0.21017,0.067857
0.175051,-0.017227
0.20182,-0.046117
0.244268,0.002383
0.141805,-0.089431
0.340279,-0.079281
0.182827,0.011387
0.185584,0.024639
0.28501,-0.02073
0.164324,0.015514
0.172301,-0.017822
0.26146,0.079647
0.198979,-0.026423
0.20517,0.088542
0.288819,0.004542
0.20419,-0.026674
0.283518,-0.032798
0.130418,-0.021938
0.179681,-0.018796
0.153391,-0.050148
0.154197,0.007716
0.176832,0.023585
0.183979,-0.052494
0.202339,-0.058984
0.16554,0.074395
0.20661,-0.074042
0.214473,-0.024004
0.180904,0.114507
0.183537,-0.07322
0.230669,-0.034233
0.182998,-0.107735
0.170625,0.052399
0.243552,-0.017297
0.235889,-0.026548
0.185487,0.098104
0.193268,0.103514
0.174769,0.036466
0.199252,0.09299
0.197174,0.020846
0.152828,0.021294
0.13139,-0.037456
0.241227,0.059662
0.238019,0.10445
0.108744,-0.001041
0.154453,-0.00852
0.185756,-0.054737
0.082119,-0.007132
0.185638,0.006313
0.177039,0.052985
0.249007,0.039846
0.171191,-0.000647
0.260943,0.077373
0.23182,-0.013029
0.209468,0.012146
0.203407,0.029042
0.226412,-0.045959
0.125101,-0.04018
0.228783,0.042563
0.178021,-0.003654
0.202263,-0.068287
0.210302,-0.038423
0.128982,0.033092
0.193226,0.027793
0.166867,-0.019492
0.155421,-0.017376
0.108558,-0.016455
0.281236,0.050959
0.2111,0.024949
0.179762,-0.037609
0.170925,0.032756
0.141673,0.02682
0.176056,-0.047731
0.115705,-0.042005
0.135234,0.054693
0.111315,-0.027502
0.30757,-0.005934
0.186981,0.035892
0.180926,0.059191
0.180453,-0.001089
0.290447,0.079996
0.147961,0.005527
0.186697,-0.028578
0.176663,-0.013738
0.21833,0.060497
0.156393,-0.025046
0.178689,-0.009187
0.266758,-0.07423
0.156726,0.001637
0.181451,0.03806
0.184458,-0.023351
0.236543,0.023502
0.192072,0.042766
0.322414,-0.073447
0.068401,-0.003516
